Sales,Quantity,Discount,Profit,OrderDate,ShipDate,ShipMode,OrderID,CustomerName,Segment,ProductName,SubCategory,Category,City,States,Region,Country
81.42,2,0.2,-9.1602,2016-11-06,2016-11-10,Second Class,US-2016-125969,Lindsay Shagiari,Home Office,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,Los Angeles,California,West,"United States"
238.56,3,0.0,26.2416,2016-11-06,2016-11-10,Second Class,US-2016-125969,Lindsay Shagiari,Home Office,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,Furniture,Los Angeles,California,West,"United States"
59.97,5,0.4,-11.994,2017-02-02,2017-02-05,First Class,US-2017-164147,Dorothy Wardle,Corporate,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,Technology,Columbus,Ohio,East,"United States"
78.3,2,0.2,29.364,2017-02-02,2017-02-05,First Class,US-2017-164147,Dorothy Wardle,Corporate,Xerox 1916,Paper,Office Supplies,Columbus,Ohio,East,"United States"
21.46,9,0.2,6.9732,2017-02-02,2017-02-05,First Class,US-2017-164147,Dorothy Wardle,Corporate,Staples,Fasteners,Office Supplies,Columbus,Ohio,East,"United States"
20.04,3,0.0,9.6192,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,Xerox 195,Paper,Office Supplies,Roseville,California,West,"United States"
35.44,1,0.0,16.6568,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,Xerox 1880,Paper,Office Supplies,Roseville,California,West,"United States"
11.52,4,0.0,3.456,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,"Sanford Colorific Colored Pencils, 12/Box",Art,Office Supplies,Roseville,California,West,"United States"
4.02,2,0.0,1.9698,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,Ideal Clamps,Fasteners,Office Supplies,Roseville,California,West,"United States"
76.18,3,0.2,26.6616,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,GBC Wire Binding Strips,Binders,Office Supplies,Roseville,California,West,"United States"
65.88,6,0.0,18.4464,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,Fiskars Softgrip Scissors,Supplies,Office Supplies,Roseville,California,West,"United States"
43.12,14,0.0,20.6976,2016-10-13,2016-10-19,Standard Class,CA-2016-145583,Lena Creighton,Consumer,Longer-Life Soft White Bulbs,Furnishings,Furniture,Roseville,California,West,"United States"
82.8,2,0.2,10.35,2016-09-05,2016-09-07,Second Class,CA-2016-110366,Jonathan Doherty,Corporate,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture,Philadelphia,Pennsylvania,East,"United States"
8.82,3,0.0,2.3814,2017-09-18,2017-09-23,Standard Class,CA-2017-106180,Sally Hughsby,Corporate,Newell 343,Art,Office Supplies,San Francisco,California,West,"United States"
10.86,3,0.0,5.1042,2017-09-18,2017-09-23,Standard Class,CA-2017-106180,Sally Hughsby,Corporate,Convenience Packs of Business Envelopes,Envelopes,Office Supplies,San Francisco,California,West,"United States"
143.7,3,0.0,68.976,2017-09-18,2017-09-23,Standard Class,CA-2017-106180,Sally Hughsby,Corporate,Xerox 1911,Paper,Office Supplies,San Francisco,California,West,"United States"
839.43,3,0.0,218.2518,2017-12-22,2017-12-27,Standard Class,CA-2017-155376,Sandra Glassco,Consumer,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Office Supplies,Independence,Missouri,Central,"United States"
671.93,7,0.0,20.1579,2015-09-07,2015-09-12,Standard Class,CA-2015-110744,Helen Andreada,Consumer,Safco Industrial Wire Shelving,Storage,Office Supplies,Pasadena,California,West,"United States"
93.89,4,0.2,12.9096,2014-10-22,2014-10-28,Standard Class,CA-2014-110072,Maureen Gastineau,Home Office,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,Furniture,Newark,Ohio,East,"United States"
384.45,11,0.0,103.8015,2016-12-05,2016-12-09,Standard Class,CA-2016-114489,Justin Ellison,Corporate,Plantronics Cordless-áPhone Headset-áwith In-line Volume - M214C,Phones,Technology,Franklin,Wisconsin,Central,"United States"
149.97,3,0.0,5.9988,2016-12-05,2016-12-09,Standard Class,CA-2016-114489,Justin Ellison,Corporate,Anker Astro 15000mAh USB Portable Charger,Phones,Technology,Franklin,Wisconsin,Central,"United States"
1951.84,8,0.0,585.552,2016-12-05,2016-12-09,Standard Class,CA-2016-114489,Justin Ellison,Corporate,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,Furniture,Franklin,Wisconsin,Central,"United States"
171.55,5,0.0,80.6285,2016-12-05,2016-12-09,Standard Class,CA-2016-114489,Justin Ellison,Corporate,GBC Prestige Therm-A-Bind Covers,Binders,Office Supplies,Franklin,Wisconsin,Central,"United States"
157.92,5,0.2,17.766,2016-03-13,2016-03-16,First Class,CA-2016-158834,Tamara Willingham,Home Office,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Appliances,Office Supplies,Scottsdale,Arizona,West,"United States"
203.18,2,0.2,15.2388,2016-03-13,2016-03-16,First Class,CA-2016-158834,Tamara Willingham,Home Office,Jabra BIZ 2300 Duo QD Duo Corded-áHeadset,Phones,Technology,Scottsdale,Arizona,West,"United States"
58.38,7,0.0,26.271,2015-05-31,2015-06-02,First Class,CA-2015-124919,Stephanie Phelps,Corporate,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Office Supplies,San Jose,California,West,"United States"
105.52,4,0.0,48.5392,2015-05-31,2015-06-02,First Class,CA-2015-124919,Stephanie Phelps,Corporate,Xerox 1883,Paper,Office Supplies,San Jose,California,West,"United States"
80.88,6,0.0,21.0288,2015-05-31,2015-06-02,First Class,CA-2015-124919,Stephanie Phelps,Corporate,"Tenex Personal Project File with Scoop Front Design, Black",Storage,Office Supplies,San Jose,California,West,"United States"
6.63,3,0.0,1.7901,2015-05-28,2015-06-03,Standard Class,CA-2015-118948,Neil Knudson,Home Office,Newell 311,Art,Office Supplies,Seattle,Washington,West,"United States"
457.57,2,0.2,51.4764,2014-03-01,2014-03-06,Second Class,CA-2014-104269,Dave Brooks,Consumer,Global Deluxe High-Back Manager's Chair,Chairs,Furniture,Seattle,Washington,West,"United States"
14.62,2,0.0,6.8714,2016-11-20,2016-11-24,Standard Class,CA-2016-114104,Nora Paige,Consumer,Avery 519,Labels,Office Supplies,Edmond,Oklahoma,Central,"United States"
944.93,7,0.0,236.2325,2016-11-20,2016-11-24,Standard Class,CA-2016-114104,Nora Paige,Consumer,Avaya 5420 Digital phone,Phones,Technology,Edmond,Oklahoma,Central,"United States"
5.98,1,0.0,2.691,2016-05-11,2016-05-12,First Class,CA-2016-162733,Ted Trevino,Consumer,Xerox 1920,Paper,Office Supplies,Los Angeles,California,West,"United States"
54.38,2,0.2,1.3596,2015-12-28,2015-12-31,Second Class,CA-2015-119697,Eric Murdock,Consumer,Lenovo 17-Key USB Numeric Keypad,Accessories,Technology,Philadelphia,Pennsylvania,East,"United States"
28.4,5,0.0,13.348,2016-11-16,2016-11-20,Standard Class,CA-2016-154508,Ruben Dartt,Consumer,Staple envelope,Envelopes,Office Supplies,Carlsbad,New Mexico,West,"United States"
27.68,2,0.2,9.688,2016-11-07,2016-11-11,Standard Class,CA-2016-113817,Max Jones,Consumer,Wilson Jones International Size A4 Ring Binders,Binders,Office Supplies,Seattle,Washington,West,"United States"
9.94,3,0.2,2.7324,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,BIC Brite Liner Highlighters,Art,Office Supplies,San Antonio,Texas,Central,"United States"
8159.95,8,0.4,-1359.992,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,Lexmark MX611dhe Monochrome Laser Printer,Machines,Technology,San Antonio,Texas,Central,"United States"
275.93,3,0.2,-58.6347,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,Space Solutions HD Industrial Steel Shelving.,Storage,Office Supplies,San Antonio,Texas,Central,"United States"
1740.06,9,0.3,-24.858,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,SAFCO Arco Folding Chair,Chairs,Furniture,San Antonio,Texas,Central,"United States"
32.06,6,0.2,6.8136,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,Sanford Liquid Accent Highlighters,Art,Office Supplies,San Antonio,Texas,Central,"United States"
177.98,5,0.8,-453.849,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,Kensington 7 Outlet MasterPiece Power Center,Appliances,Office Supplies,San Antonio,Texas,Central,"United States"
143.98,3,0.2,8.9985,2014-09-08,2014-09-12,Standard Class,CA-2014-139892,Becky Martin,Consumer,JBL Micro Wireless Portable Bluetooth Speaker,Phones,Technology,San Antonio,Texas,Central,"United States"
20.94,3,0.0,9.8418,2014-08-05,2014-08-09,Standard Class,CA-2014-118962,Chad Sievert,Consumer,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6-ö x 11-ö",Paper,Office Supplies,Los Angeles,California,West,"United States"
110.96,2,0.0,53.2608,2014-08-05,2014-08-09,Standard Class,CA-2014-118962,Chad Sievert,Consumer,Xerox 1913,Paper,Office Supplies,Los Angeles,California,West,"United States"
340.14,7,0.2,21.259,2014-08-05,2014-08-09,Standard Class,CA-2014-118962,Chad Sievert,Consumer,"Global Value Steno Chair, Gray",Chairs,Furniture,Los Angeles,California,West,"United States"
52.45,2,0.8,-131.12,2014-09-14,2014-09-19,Standard Class,US-2014-100853,Jennifer Braxton,Corporate,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,Office Supplies,Chicago,Illinois,Central,"United States"
20.16,4,0.2,6.552,2014-09-14,2014-09-19,Standard Class,US-2014-100853,Jennifer Braxton,Corporate,Avery 51,Labels,Office Supplies,Chicago,Illinois,Central,"United States"
97.26,4,0.8,-243.16,2017-04-21,2017-04-25,Second Class,US-2017-152366,Shirley Jackson,Consumer,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,Office Supplies,Houston,Texas,Central,"United States"
396.8,7,0.3,-11.3372,2015-11-21,2015-11-23,Second Class,US-2015-101511,Joel Eaton,Consumer,"Padded Folding Chairs, Black, 4/Carton",Chairs,Furniture,Newark,Ohio,East,"United States"
15.88,5,0.2,-3.7715,2015-11-21,2015-11-23,Second Class,US-2015-101511,Joel Eaton,Consumer,Acme Rosewood Handle Letter Opener,Supplies,Office Supplies,Newark,Ohio,East,"United States"
3.28,1,0.0,1.4104,2015-12-15,2015-12-19,Standard Class,CA-2015-137225,Jim Kriz,Home Office,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Art,Office Supplies,New York City,New York,East,"United States"
24.82,2,0.2,1.8612,2014-12-05,2014-12-09,Second Class,CA-2014-166191,David Kendrick,Corporate,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,Office Supplies,Decatur,Illinois,Central,"United States"
408.74,7,0.2,76.6395,2014-12-05,2014-12-09,Second Class,CA-2014-166191,David Kendrick,Corporate,Imation-áSecure+ Hardware Encrypted USB 2.0-áFlash Drive; 16GB,Accessories,Technology,Decatur,Illinois,Central,"United States"
503.96,4,0.0,131.0296,2014-11-19,2014-11-24,Second Class,CA-2014-158274,Robert Marley,Home Office,AT&T TR1909W,Phones,Technology,Monroe,Louisiana,South,"United States"
149.95,5,0.0,41.986,2014-11-19,2014-11-24,Second Class,CA-2014-158274,Robert Marley,Home Office,Nokia Lumia 521 (T-Mobile),Phones,Technology,Monroe,Louisiana,South,"United States"
29.0,2,0.0,7.25,2014-11-19,2014-11-24,Second Class,CA-2014-158274,Robert Marley,Home Office,HP Standard 104 key PS/2 Keyboard,Accessories,Technology,Monroe,Louisiana,South,"United States"
7.16,2,0.0,3.4368,2016-11-28,2016-12-02,Standard Class,CA-2016-105018,Sally Knutson,Consumer,Avery Poly Binder Pockets,Binders,Office Supplies,Fairfield,Connecticut,East,"United States"
176.8,8,0.0,22.984,2014-08-26,2014-08-30,Standard Class,CA-2014-123260,Frank Merwin,Home Office,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,Los Angeles,California,West,"United States"
37.22,3,0.2,3.7224,2016-07-16,2016-07-22,Standard Class,CA-2016-157000,Alice McCarthy,Corporate,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,Grand Prairie,Texas,Central,"United States"
20.02,3,0.2,6.255,2016-07-16,2016-07-22,Standard Class,CA-2016-157000,Alice McCarthy,Corporate,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Office Supplies,Grand Prairie,Texas,Central,"United States"
899.14,4,0.2,112.392,2015-10-12,2015-10-14,First Class,CA-2015-102281,Mark Packer,Home Office,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,Furniture,New York City,New York,East,"United States"
71.76,6,0.0,20.0928,2015-10-12,2015-10-14,First Class,CA-2015-102281,Mark Packer,Home Office,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,Technology,New York City,New York,East,"United States"
51.84,8,0.0,24.8832,2015-10-12,2015-10-14,First Class,CA-2015-102281,Mark Packer,Home Office,Xerox 205,Paper,Office Supplies,New York City,New York,East,"United States"
626.35,3,0.2,46.9764,2015-10-12,2015-10-14,First Class,CA-2015-102281,Mark Packer,Home Office,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Furniture,New York City,New York,East,"United States"
19.9,5,0.0,6.567,2015-10-12,2015-10-14,First Class,CA-2015-102281,Mark Packer,Home Office,4009 Highlighters by Sanford,Art,Office Supplies,New York City,New York,East,"United States"
14.28,7,0.0,6.7116,2015-10-31,2015-11-06,Standard Class,CA-2015-131457,Mary Zewe,Corporate,Poly String Tie Envelopes,Envelopes,Office Supplies,Redlands,California,West,"United States"
7.41,2,0.2,1.2038,2014-03-21,2014-03-25,Standard Class,CA-2014-140004,Cassandra Brandow,Consumer,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,Office Supplies,Hamilton,Ohio,East,"United States"
6.05,3,0.2,1.5876,2014-03-21,2014-03-25,Standard Class,CA-2014-140004,Cassandra Brandow,Consumer,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,Office Supplies,Hamilton,Ohio,East,"United States"
46.26,3,0.0,12.0276,2017-11-06,2017-11-13,Standard Class,CA-2017-107720,Valerie Mitchum,Home Office,Decoflex Hanging Personal Folder File,Storage,Office Supplies,Westfield,New Jersey,East,"United States"
2.95,2,0.7,-2.2586,2017-07-06,2017-07-13,Standard Class,US-2017-124303,Fred Hopkins,Corporate,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
16.06,3,0.2,5.8203,2017-07-06,2017-07-13,Standard Class,US-2017-124303,Fred Hopkins,Corporate,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
21.74,3,0.2,6.795,2017-06-24,2017-06-29,Standard Class,CA-2017-105074,Maria Bertelson,Consumer,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,Office Supplies,Akron,Ohio,East,"United States"
218.75,2,0.5,-161.875,2014-08-03,2014-08-05,First Class,CA-2014-133690,Bruce Stewart,Consumer,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Furniture,Denver,Colorado,West,"United States"
2.6,1,0.2,0.2925,2014-08-03,2014-08-05,First Class,CA-2014-133690,Bruce Stewart,Consumer,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,Office Supplies,Denver,Colorado,West,"United States"
66.28,2,0.8,-178.9668,2017-12-17,2017-12-21,Second Class,US-2017-116701,Logan Currie,Consumer,Eureka Sanitaire  Commercial Upright,Appliances,Office Supplies,Dallas,Texas,Central,"United States"
35.17,7,0.2,9.6712,2017-06-03,2017-06-07,Standard Class,CA-2017-126382,Heather Kirkland,Corporate,"Eldon 200 Class Desk Accessories, Burgundy",Furnishings,Furniture,Franklin,Tennessee,South,"United States"
444.77,4,0.2,44.4768,2017-12-09,2017-12-14,Standard Class,CA-2017-108329,Laurel Elliston,Consumer,Nortel Business Series Terminal T7208 Digital phone,Phones,Technology,Whittier,California,West,"United States"
83.92,4,0.0,5.8744,2017-12-01,2017-12-07,Standard Class,CA-2017-135860,Joseph Holt,Consumer,"Tennsco Lockers, Gray",Storage,Office Supplies,Saginaw,Michigan,Central,"United States"
131.98,2,0.0,35.6346,2017-12-01,2017-12-07,Standard Class,CA-2017-135860,Joseph Holt,Consumer,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Phones,Technology,Saginaw,Michigan,Central,"United States"
15.92,4,0.0,7.4824,2017-12-01,2017-12-07,Standard Class,CA-2017-135860,Joseph Holt,Consumer,"Avery Durable Slant Ring Binders, No Labels",Binders,Office Supplies,Saginaw,Michigan,Central,"United States"
52.29,9,0.0,16.2099,2017-12-01,2017-12-07,Standard Class,CA-2017-135860,Joseph Holt,Consumer,"Advantus Push Pins, Aluminum Head",Fasteners,Office Supplies,Saginaw,Michigan,Central,"United States"
91.99,1,0.0,3.6796,2017-12-01,2017-12-07,Standard Class,CA-2017-135860,Joseph Holt,Consumer,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,Office Supplies,Saginaw,Michigan,Central,"United States"
20.8,2,0.2,6.5,2015-02-09,2015-02-13,Second Class,CA-2015-101007,Michael Stewart,Corporate,Memorex Micro Travel Drive 8 GB,Accessories,Technology,Dallas,Texas,Central,"United States"
23.68,2,0.2,8.88,2015-01-02,2015-01-09,Standard Class,CA-2015-146262,Victoria Wilson,Corporate,Avery 505,Labels,Office Supplies,Medina,Ohio,East,"United States"
452.45,5,0.5,-244.323,2015-01-02,2015-01-09,Standard Class,CA-2015-146262,Victoria Wilson,Corporate,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Bookcases,Furniture,Medina,Ohio,East,"United States"
62.98,3,0.4,-14.6958,2015-01-02,2015-01-09,Standard Class,CA-2015-146262,Victoria Wilson,Corporate,Speck Products Candyshell Flip Case,Phones,Technology,Medina,Ohio,East,"United States"
1188.0,9,0.7,-950.4,2015-01-02,2015-01-09,Standard Class,CA-2015-146262,Victoria Wilson,Corporate,Cisco 9971 IP Video Phone Charcoal,Machines,Technology,Medina,Ohio,East,"United States"
89.58,2,0.2,4.4792,2015-01-02,2015-01-09,Standard Class,CA-2015-146262,Victoria Wilson,Corporate,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Accessories,Technology,Medina,Ohio,East,"United States"
93.06,6,0.0,26.0568,2016-10-28,2016-11-01,Standard Class,CA-2016-130162,Jonathan Howell,Consumer,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,Los Angeles,California,West,"United States"
302.38,3,0.2,22.6782,2016-10-28,2016-11-01,Standard Class,CA-2016-130162,Jonathan Howell,Consumer,Adtran 1202752G1,Phones,Technology,Los Angeles,California,West,"United States"
5.58,2,0.2,1.8148,2015-12-24,2015-12-27,First Class,CA-2015-169397,Joni Blumstein,Consumer,OIC Bulk Pack Metal Binder Clips,Fasteners,Office Supplies,Dublin,Ohio,East,"United States"
22.7,6,0.2,8.2302,2015-12-24,2015-12-27,First Class,CA-2015-169397,Joni Blumstein,Consumer,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,Office Supplies,Dublin,Ohio,East,"United States"
19.78,4,0.7,-13.8432,2015-12-24,2015-12-27,First Class,CA-2015-169397,Joni Blumstein,Consumer,Ibico Standard Transparent Covers,Binders,Office Supplies,Dublin,Ohio,East,"United States"
72.7,4,0.2,19.0848,2015-12-24,2015-12-27,First Class,CA-2015-169397,Joni Blumstein,Consumer,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furnishings,Furniture,Dublin,Ohio,East,"United States"
